"sp_1";"site_1";"sp_2";"site_2";"interaction_type";"apparent_interaction_value"
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Argyle Square";"Herbivory";17,1912212627565
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Women's Peace Gardens";"Herbivory";6,12133766961983
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Rytidosperma sp.";"Royal Park";"Herbivory";42,5937369070315
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Rytidosperma sp.";"Westgate Park";"Herbivory";3,97582595043176
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Salvia leucantha";"Argyle Square";"Herbivory";28,9249119659078
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Salvia leucantha";"Carlton Gardens South";"Herbivory";72,6486127621397
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Santolina chamaecyparissus";"Women's Peace Gardens";"Herbivory";4,15005943703039
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Schinus molle";"Canning/Neil Street Reserve";"Herbivory";1,46118799297223
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Schinus molle";"Pleasance Gardens";"Herbivory";3,92786163757118
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Schinus molle";"Women's Peace Gardens";"Herbivory";7,00322529998879
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Stachys byzantina";"Carlton Gardens South";"Herbivory";39,7394121092046
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Strelitzia reginae";"Carlton Gardens South";"Herbivory";32,9092006529351
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Herbivory";151
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Tanacetum vulgare";"Carlton Gardens South";"Herbivory";49,3638009794026
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Themeda triandra";"Royal Park";"Herbivory";42,5937369070315
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Themeda triandra";"Westgate Park";"Herbivory";5,30110126724235
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Tilia cordata";"Lincoln Square";"Herbivory";26,7057919330118
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Trachelospermum jasminoides";"Lincoln Square";"Herbivory";11,6248741355463
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Trachelospermum jasminoides";"State Library of Victoria";"Herbivory";49,0581017532055
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ulmus procera";"Argyle Square";"Herbivory";10,9150611192105
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ulmus procera";"Fitzroy-Treasury Gardens";"Herbivory";100,666666666667
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ulmus procera";"Murchinson Square";"Herbivory";9,25871780494187
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ulmus procera";"Princes Park";"Herbivory";57,0730066165751
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Ulmus procera";"University Square";"Herbivory";2,24321632836156
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Viburnum sp.";"Fitzroy-Treasury Gardens";"Herbivory";195,333333333333
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Viburnum sp.";"State Library of Victoria";"Herbivory";26,8651509600887
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Westringia fruticosa";"State Library of Victoria";"Herbivory";18,9808131783236
"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Westringia fruticosa";"Westgate Park";"Herbivory";15,903303801727
"Tanacetum vulgare";"Carlton Gardens South";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Herbivory";502,020542035812
"Tanacetum vulgare";"Carlton Gardens South";"Acacia acinacea";"Royal Park";"Herbivory";233,907463945273
"Tanacetum vulgare";"Carlton Gardens South";"Acacia acinacea";"Westgate Park";"Herbivory";25,5252798026242
"Tanacetum vulgare";"Carlton Gardens South";"Acacia cognata";"Fitzroy-Treasury Gardens";"Herbivory";285,161328299254
"Tanacetum vulgare";"Carlton Gardens South";"Acacia implexa";"Royal Park";"Herbivory";106,982543456319
"Tanacetum vulgare";"Carlton Gardens South";"Acacia mearnsii";"Royal Park";"Herbivory";308,829866547045
"Tanacetum vulgare";"Carlton Gardens South";"Acacia mearnsii";"Westgate Park";"Herbivory";45,3782752046652
"Tanacetum vulgare";"Carlton Gardens South";"Acacia melanoxylon";"Westgate Park";"Herbivory";25,5252798026242
"Tanacetum vulgare";"Carlton Gardens South";"Acacia verniciflua";"Royal Park";"Herbivory";363,532914657396
"Tanacetum vulgare";"Carlton Gardens South";"Acanthus mollis";"Carlton Gardens South";"Herbivory";130,166666666667
"Tanacetum vulgare";"Carlton Gardens South";"Acanthus mollis";"Fitzroy-Treasury Gardens";"Herbivory";157,582735741076
"Tanacetum vulgare";"Carlton Gardens South";"Agapanthus praecox";"Carlton Gardens South";"Herbivory";309,375
"Tanacetum vulgare";"Carlton Gardens South";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Herbivory";204,906343688086
"Tanacetum vulgare";"Carlton Gardens South";"Allocasuarina verticillata";"Royal Park";"Herbivory";115,291867219917
"Tanacetum vulgare";"Carlton Gardens South";"Aloysia citrodora";"Carlton Gardens South";"Herbivory";212,666666666667
"Tanacetum vulgare";"Carlton Gardens South";"Angophora costata";"Garrard Street Reserve";"Herbivory";2,51334230496056
"Tanacetum vulgare";"Carlton Gardens South";"Argyranthemum sp.";"Carlton Gardens South";"Herbivory";341
"Tanacetum vulgare";"Carlton Gardens South";"Argyranthemum sp.";"Fitzroy-Treasury Gardens";"Herbivory";235,642295241299
"Tanacetum vulgare";"Carlton Gardens South";"Artemisia arborescens";"Fitzroy-Treasury Gardens";"Herbivory";409,812687376173
"Tanacetum vulgare";"Carlton Gardens South";"Artemisia arborescens";"State Library of Victoria";"Herbivory";80,136210982767
"Tanacetum vulgare";"Carlton Gardens South";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Herbivory";285,161328299254
"Tanacetum vulgare";"Carlton Gardens South";"Aucuba japonica";"Carlton Gardens South";"Herbivory";97,1666666666667
"Tanacetum vulgare";"Carlton Gardens South";"Aucuba japonica";"Fitzroy-Treasury Gardens";"Herbivory";136,604229125391
"Tanacetum vulgare";"Carlton Gardens South";"Avena barbata";"Royal Park";"Herbivory";587,884656274532
"Tanacetum vulgare";"Carlton Gardens South";"Bursaria spinosa";"Royal Park";"Herbivory";151,414344136668
"Tanacetum vulgare";"Carlton Gardens South";"Bursaria spinosa";"Westgate Park";"Herbivory";23,445442189077
"Tanacetum vulgare";"Carlton Gardens South";"Buxus sp.";"Argyle Square";"Herbivory";169,686606108183
"Tanacetum vulgare";"Carlton Gardens South";"Buxus sp.";"Princes Park";"Herbivory";151,890447459908
"Tanacetum vulgare";"Carlton Gardens South";"Calodendrum capense ";"Royal Park";"Herbivory";427,930173825278
"Tanacetum vulgare";"Carlton Gardens South";"Camellia sp.";"Fitzroy-Treasury Gardens";"Herbivory";204,906343688086
"Tanacetum vulgare";"Carlton Gardens South";"Canna generalis";"Carlton Gardens South";"Herbivory";305,25
"Tanacetum vulgare";"Carlton Gardens South";"Canna generalis";"Fitzroy-Treasury Gardens";"Herbivory";409,812687376173
"Tanacetum vulgare";"Carlton Gardens South";"Canna indica";"Carlton Gardens South";"Herbivory";299,75
"Tanacetum vulgare";"Carlton Gardens South";"Cassinia arcuata";"Royal Park";"Herbivory";185,297919928227
"Tanacetum vulgare";"Carlton Gardens South";"Celtis australis";"State Library of Victoria";"Herbivory";24,5578711076221
"Tanacetum vulgare";"Carlton Gardens South";"Cercis canadensis";"Fitzroy-Treasury Gardens";"Herbivory";409,812687376173
"Tanacetum vulgare";"Carlton Gardens South";"Chlorophytum comosum";"Fitzroy-Treasury Gardens";"Herbivory";409,812687376173
"Tanacetum vulgare";"Carlton Gardens South";"Cistus sp.";"Women's Peace Gardens";"Herbivory";60,6473245859968
"Tanacetum vulgare";"Carlton Gardens South";"Clivia miniata";"Fitzroy-Treasury Gardens";"Herbivory";136,604229125391
"Tanacetum vulgare";"Carlton Gardens South";"Correa glabra";"Royal Park";"Herbivory";213,965086912639
"Tanacetum vulgare";"Carlton Gardens South";"Correa glabra";"Westgate Park";"Herbivory";30,2521834697768
"Tanacetum vulgare";"Carlton Gardens South";"Correa reflexa";"Royal Park";"Herbivory";513,100742402153
"Tanacetum vulgare";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Herbivory";136,065176628911
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon01";"Argyle Square";"Herbivory";106,054128817614
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon04";"Carlton Gardens South";"Herbivory";145,75
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon05";"Carlton Gardens South";"Herbivory";445,5
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon07";"Fitzroy-Treasury Gardens";"Herbivory";737,662837277111
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon08";"Fitzroy-Treasury Gardens";"Herbivory";30,735951553213
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon09";"Fitzroy-Treasury Gardens";"Herbivory";297,114198347725
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon10";"Fitzroy-Treasury Gardens";"Herbivory";440,548638929386
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon11";"Fitzroy-Treasury Gardens";"Herbivory";502,020542035812
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon12";"Gardiner Reserve";"Herbivory";23,8091177899892
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon13";"Garrard Street Reserve";"Herbivory";2,51334230496056
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon15";"Lincoln Square";"Herbivory";81,5766019961871
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon16";"Murchinson Square";"Herbivory";25,6153900788756
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon17";"Pleasance Gardens";"Herbivory";41,0880737168704
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon18";"Princes Park";"Herbivory";177,205522036559
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon20";"Princes Park";"Herbivory";177,205522036559
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon21";"Princes Park";"Herbivory";270,027462150948
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon22";"Princes Park";"Herbivory";177,205522036559
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon23";"Princes Park";"Herbivory";113,917835594931
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon25";"Royal Park";"Herbivory";727,065829314792
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon26";"Royal Park";"Herbivory";299,135655489514
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon28";"Royal Park";"Herbivory";427,930173825278
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon29";"Royal Park";"Herbivory";427,930173825278
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon30";"Royal Park";"Herbivory";373,919569361893
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon31";"Royal Park";"Herbivory";502,714087697656
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon33";"State Library of Victoria";"Herbivory";31,0204687675227
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon34";"University Square";"Herbivory";53,5987798586969
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon35";"University Square";"Herbivory";19,4904654031625
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon36";"Westgate Park";"Herbivory";25,5252798026242
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon38";"Westgate Park";"Herbivory";51,0505596052484
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon40";"Women's Peace Gardens";"Herbivory";73,1950469141341
"Tanacetum vulgare";"Carlton Gardens South";"Cynodon dactylon41";"Women's Peace Gardens";"Herbivory";36,597523457067
"Tanacetum vulgare";"Carlton Gardens South";"Dianella sp.";"Westgate Park";"Herbivory";51,0505596052484
"Tanacetum vulgare";"Carlton Gardens South";"Dichanthium sericeum";"Royal Park";"Herbivory";427,930173825278
"Tanacetum vulgare";"Carlton Gardens South";"Dietes sp.";"State Library of Victoria";"Herbivory";32,7438281434962
"Tanacetum vulgare";"Carlton Gardens South";"Dietes sp.";"Women's Peace Gardens";"Herbivory";66,5726379076171
"Tanacetum vulgare";"Carlton Gardens South";"Dillwynia sp.";"Royal Park";"Herbivory";785,231095659975
"Tanacetum vulgare";"Carlton Gardens South";"Duma florulenta";"Westgate Park";"Herbivory";55,777463272401
"Tanacetum vulgare";"Carlton Gardens South";"Echium candicans";"Carlton Gardens South";"Herbivory";206,708333333333
"Tanacetum vulgare";"Carlton Gardens South";"Echium candicans";"State Library of Victoria";"Herbivory";98,2314844304886
"Tanacetum vulgare";"Carlton Gardens South";"Enchylaena tomentosa";"Princes Park";"Herbivory";59,0685073455198
"Tanacetum vulgare";"Carlton Gardens South";"Erythrina herbacea";"Fitzroy-Treasury Gardens";"Herbivory";204,906343688086
"Tanacetum vulgare";"Carlton Gardens South";"Eucalyptus camaldulensis";"Royal Park";"Herbivory";217,427305147471
"Tanacetum vulgare";"Carlton Gardens South";"Eucalyptus sideroxylon";"Princes Park";"Herbivory";88,6027610182797
"Tanacetum vulgare";"Carlton Gardens South";"Eucalyptus tricarpa";"Westgate Park";"Herbivory";34,9790871369295
"Tanacetum vulgare";"Carlton Gardens South";"Euphorbia characias";"State Library of Victoria";"Herbivory";49,1157422152443
"Tanacetum vulgare";"Carlton Gardens South";"Ficus macrophylla";"Carlton Gardens South";"Herbivory";291,5
"Tanacetum vulgare";"Carlton Gardens South";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Herbivory";136,604229125391
"Tanacetum vulgare";"Carlton Gardens South";"Ficus macrophylla";"Lincoln Square";"Herbivory";56,0839138723786
"Tanacetum vulgare";"Carlton Gardens South";"Ficus macrophylla";"Princes Park";"Herbivory";59,0685073455198
"Tanacetum vulgare";"Carlton Gardens South";"Ficus macrophylla";"Royal Park";"Herbivory";213,965086912639
"Tanacetum vulgare";"Carlton Gardens South";"Fraxinus angustifolia";"Princes Park";"Herbivory";185,643880228776
"Tanacetum vulgare";"Carlton Gardens South";"Goodenia ovata";"Royal Park";"Herbivory";213,965086912639
"Tanacetum vulgare";"Carlton Gardens South";"Goodenia ovata";"Westgate Park";"Herbivory";16,8277770550634
"Tanacetum vulgare";"Carlton Gardens South";"Hakea sp.";"Royal Park";"Herbivory";427,930173825278
"Tanacetum vulgare";"Carlton Gardens South";"Hakea sp.";"Westgate Park";"Herbivory";30,2521834697768
"Tanacetum vulgare";"Carlton Gardens South";"Hedychium sp";"Fitzroy-Treasury Gardens";"Herbivory";409,812687376173
"Tanacetum vulgare";"Carlton Gardens South";"Helleborus sp.";"Fitzroy-Treasury Gardens";"Herbivory";251,010271017906
"Tanacetum vulgare";"Carlton Gardens South";"Hydrangea sp.";"Fitzroy-Treasury Gardens";"Herbivory";379,07673582296
"Tanacetum vulgare";"Carlton Gardens South";"Iris albicans";"Carlton Gardens South";"Herbivory";145,75
"Tanacetum vulgare";"Carlton Gardens South";"Kniphofia sp.";"Carlton Gardens South";"Herbivory";145,75
"Tanacetum vulgare";"Carlton Gardens South";"Kunzea leptospermoides";"Royal Park";"Herbivory";213,965086912639
"Tanacetum vulgare";"Carlton Gardens South";"Kunzea leptospermoides";"Westgate Park";"Herbivory";25,5252798026242
"Tanacetum vulgare";"Carlton Gardens South";"Lavandula sp.";"Argyle Square";"Herbivory";111,356835258495
"Tanacetum vulgare";"Carlton Gardens South";"Lavandula sp.";"Carlton Gardens South";"Herbivory";251,166666666667
"Tanacetum vulgare";"Carlton Gardens South";"Lavandula sp.";"Women's Peace Gardens";"Herbivory";54,3734634219282
"Tanacetum vulgare";"Carlton Gardens South";"Lomandra longifolia";"Princes Park";"Herbivory";172,986342940451
"Tanacetum vulgare";"Carlton Gardens South";"Lomandra longifolia";"Royal Park";"Herbivory";513,100742402153
"Tanacetum vulgare";"Carlton Gardens South";"Lomandra longifolia";"Westgate Park";"Herbivory";25,5252798026242
"Tanacetum vulgare";"Carlton Gardens South";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Herbivory";10,2453171844043
"Tanacetum vulgare";"Carlton Gardens South";"Lophostemon confertus";"Princes Park";"Herbivory";59,0685073455198
"Tanacetum vulgare";"Carlton Gardens South";"Melaleuca armillaris";"Royal Park";"Herbivory";441,779046764607
"Tanacetum vulgare";"Carlton Gardens South";"Melaleuca lanceolata";"Westgate Park";"Herbivory";25,5252798026242
"Tanacetum vulgare";"Carlton Gardens South";"Melaleuca nesophila";"Westgate Park";"Herbivory";12,7626399013121
"Tanacetum vulgare";"Carlton Gardens South";"Melaleuca styphelioides";"Princes Park";"Herbivory";202,520596613211
"Tanacetum vulgare";"Carlton Gardens South";"Melaleuca viminalis";"Royal Park";"Herbivory";459,505604126949
"Tanacetum vulgare";"Carlton Gardens South";"Melaleuca viminalis";"Women's Peace Gardens";"Herbivory";67,9668292774102
"Tanacetum vulgare";"Carlton Gardens South";"Mentha pulegium";"Argyle Square";"Herbivory";152,010917971914
"Tanacetum vulgare";"Carlton Gardens South";"Miscanthus sinensis";"Lincoln Square";"Herbivory";27,1922006653957
"Tanacetum vulgare";"Carlton Gardens South";"Nandina domestica";"Fitzroy-Treasury Gardens";"Herbivory";104,957582711342
"Tanacetum vulgare";"Carlton Gardens South";"Nerium oleander";"Fitzroy-Treasury Gardens";"Herbivory";502,020542035812
"Tanacetum vulgare";"Carlton Gardens South";"Nerium oleander";"Princes Park";"Herbivory";166,657574296288
"Tanacetum vulgare";"Carlton Gardens South";"Olea europaea";"Women's Peace Gardens";"Herbivory";43,9170281484804
"Tanacetum vulgare";"Carlton Gardens South";"Ozothamnus ferrugineus";"Royal Park";"Herbivory";144,374500392509
"Tanacetum vulgare";"Carlton Gardens South";"Pittosporum sp.";"Fitzroy-Treasury Gardens";"Herbivory";433,718427473116
"Tanacetum vulgare";"Carlton Gardens South";"Platanus acerifolia";"Carlton Gardens South";"Herbivory";145,75
"Tanacetum vulgare";"Carlton Gardens South";"Platanus acerifolia";"Fitzroy-Treasury Gardens";"Herbivory";204,906343688086
"Tanacetum vulgare";"Carlton Gardens South";"Platanus acerifolia";"Gardiner Reserve";"Herbivory";16,4832353930694
"Tanacetum vulgare";"Carlton Gardens South";"Plectranthus argentatus";"Argyle Square";"Herbivory";238,621789839632
"Tanacetum vulgare";"Carlton Gardens South";"Plectranthus argentatus";"Carlton Gardens South";"Herbivory";374
"Tanacetum vulgare";"Carlton Gardens South";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Herbivory";443,963744657521
"Tanacetum vulgare";"Carlton Gardens South";"Poa labillardierei";"Princes Park";"Herbivory";87,1963679862435
"Tanacetum vulgare";"Carlton Gardens South";"Poa labillardierei";"Royal Park";"Herbivory";441,779046764607
"Tanacetum vulgare";"Carlton Gardens South";"Poa labillardierei";"Westgate Park";"Herbivory";7,29293708646406
"Tanacetum vulgare";"Carlton Gardens South";"Pyrus calleryana";"Argyle Square";"Herbivory";106,054128817614
"Tanacetum vulgare";"Carlton Gardens South";"Quercus bicolor";"Fitzroy-Treasury Gardens";"Herbivory";502,020542035812
"Tanacetum vulgare";"Carlton Gardens South";"Quercus robur";"Carlton Gardens South";"Herbivory";97,1666666666667
"Tanacetum vulgare";"Carlton Gardens South";"Rhagodia parabolica";"Princes Park";"Herbivory";151,890447459908
"Tanacetum vulgare";"Carlton Gardens South";"Rhagodia parabolica";"Royal Park";"Herbivory";139,527394863743
